"HistoryNodeId","900","sheet","standardzhtw","/ragicsales","20005","商品","20005_Sheet20005_index_t.nui1.del","amy@ragic.com","2017/12/22 03:25:29"
"HistoryNodeId","901","sheet","standardzhtw","/ragicforms2","20002","潛在客戶管理","20002_Sheet20002_index_t.nui1.del","rex@ragic.com","2017/12/22 06:05:57"
"HistoryNodeId","904","sheet","standardzhtw","/ragicforms2","20003","潛在客戶管理","20003_Sheet20003_index_t.nui1.del","rex@ragic.com","2017/12/22 08:38:14"
"HistoryNodeId","1113","sheet","standardzhtw","/ragicforms","20002","活動資訊","20002_Sheet20002_index_t.nui1.del","rex@ragic.com","2017/12/26 06:57:23"
"HistoryNodeId","1121","sheet","standardzhtw","/ragicforms4","20008","人資面試紀錄","20008_Sheet20008_index.nui1.del","lillian@ragic.com","2017/12/26 09:56:48"
"HistoryNodeId","1158","sheet","standardzhtw","/ragicadministration","20001","通訊錄","20001_Sheet20001_index.nui1.del","angie@ragic.com","2018/01/03 09:41:00"
"HistoryNodeId","1345","sheet","standardzhtw","/ragicforms3","20010","請款單 copy","20010_Sheet20010_index.nui1.del","rex@ragic.com","2018/01/11 03:32:34"
"HistoryNodeId","1413","sheet","standardzhtw","/ragicmis","20004","軟體安裝申請單 ","20004_Sheet20004_index_t.nui1.del","lillian@ragic.com","2018/01/16 08:44:11"
"HistoryNodeId","1414","sheet","standardzhtw","/ragicforms6","20002","客戶合約管理","20002_Sheet20002_index.nui1.del","angie@ragic.com","2018/01/16 09:07:06"
"HistoryNodeId","1480","sheet","standardzhtw","/ragicmis","20001","IT需求申請單","20001_Sheet20001_index.nui1.del","lillian@ragic.com","2018/01/19 08:31:50"
"HistoryNodeId","1557","sheet","standardzhtw","/ragicmis","20003","IT需求申請單","20003_Sheet20003_index_t.nui1.del","lillian@ragic.com","2018/01/23 07:45:20"
"HistoryNodeId","1558","sheet","standardzhtw","/ragicmis","20009","IT維修派工單 ","20009_Sheet20009_index_t.nui1.del","lillian@ragic.com","2018/01/23 07:45:55"
"HistoryNodeId","1565","sheet","standardzhtw","/ragicmis","20012","資訊設備管理1","20012_Sheet20012_index.nui1.del","lillian@ragic.com","2018/01/23 09:11:07"
"HistoryNodeId","1588","sheet","standardzhtw","/ragicmis","20013","軟體授權管理2","20013_Sheet20013_index.nui1.del","lillian@ragic.com","2018/01/24 11:55:33"
"HistoryNodeId","1632","sheet","standardzhtw","/ragicforms5","20005","績效考核－質化 copy","20005_Sheet20005_index_t.nui1.del","rex@ragic.com","2018/01/29 07:53:02"
"HistoryNodeId","1810","sheet","standardzhtw","/ragicforms8","20005","進項發票","20005_Sheet20005_index_t.nui1.del","angie@ragic.com","2018/02/23 12:25:55"
"HistoryNodeId","1814","sheet","standardzhtw","/ragicforms8","20007","銷售商品 copy","20007_Sheet20007_index_t.nui1.del","angie@ragic.com","2018/02/26 09:13:42"
"HistoryNodeId","1815","sheet","standardzhtw","/ragicforms8","20009","其他銷項發票","20009_Sheet20009_index_t.nui1.del","angie@ragic.com","2018/02/27 08:58:21"
"HistoryNodeId","1820","sheet","standardzhtw","/ragicforms8","20011","固定資產管理（會計用）","20011_Sheet20011_index.nui1.del","angie@ragic.com","2018/03/02 06:44:04"
"HistoryNodeId","1821","sheet","standardzhtw","/ragicforms8","20012","固定資產管理（會計用）","20012_Sheet20012_index.nui1.del","angie@ragic.com","2018/03/02 07:03:34"
"HistoryNodeId","1920","sheet","standardzhtw","/ragicforms8","20001","客戶","20001_Sheet20001_index.nui1.del","angie@ragic.com","2018/03/29 09:36:16"
"HistoryNodeId","1921","sheet","standardzhtw","/ragicforms8","20002","供應商","20002_Sheet20002_index_t.nui1.del","angie@ragic.com","2018/03/29 09:36:31"
"HistoryNodeId","2046","sheet","standardzhtw","/ragicforms4","20011","面試通知信","20011_Sheet20011_index.nui1.del","lillian@ragic.com","2018/04/13 08:53:32"
"HistoryNodeId","2047","sheet","standardzhtw","/ragicforms4","20012","錄取通知信","20012_Sheet20012_index.nui1.del","lillian@ragic.com","2018/04/13 09:05:16"
"HistoryNodeId","2062","sheet","standardzhtw","/ragicforms9","20002","便當飲料店家菜色清單","20002_Sheet20002_index_t.nui1.del","lillian@ragic.com","2018/04/16 08:28:50"
"HistoryNodeId","2101","sheet","standardzhtw","/ragicforms9","20006","個人訂購細項","20006_Sheet20006_index_t.nui1.del","lillian@ragic.com","2018/04/19 07:16:31"
"HistoryNodeId","2102","sheet","standardzhtw","/ragicforms9","20004","每日統整訂購單","20004_Sheet20004_index_t.nui1.del","lillian@ragic.com","2018/04/19 07:18:07"
"HistoryNodeId","2121","sheet","standardzhtw","/ragicforms7","20005","生產途程","20005_Sheet20005_index.nui1.del","amy@ragic.com","2018/04/25 07:12:10"
